"id","date","tmax","tmin","prcp","year","month","day","city","lat","long","alt"
"JA000047401",2019-10-01,21.2,13.3,0,"2019",10,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-02,21.7,17.3,0,"2019",10,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-03,22,12.9,0,"2019",10,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-04,14.4,8.6,3,"2019",10,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-05,11.1,0,1.5,"2019",10,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-06,14,6.9,0.5,"2019",10,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-07,17.7,7.8,0,"2019",10,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-08,17.7,7.8,0,"2019",10,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-09,8.9,7.4,10.9,"2019",10,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-10,18.9,14.1,3,"2019",10,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-11,19.9,11.1,0,"2019",10,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-12,16.1,9.6,0,"2019",10,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-13,11,-1.6,0,"2019",10,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-14,11,2.4,0,"2019",10,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-15,16.5,5.7,2,"2019",10,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-16,13.9,8.3,0,"2019",10,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-17,10.1,9.4,0,"2019",10,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-18,15.1,4.5,0,"2019",10,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-19,14,7.5,0,"2019",10,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-20,15.3,9.3,0,"2019",10,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-21,12.9,6.5,0,"2019",10,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-22,16.7,6.5,0,"2019",10,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-23,16.5,9.6,0,"2019",10,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-24,12.9,6.9,0,"2019",10,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-25,14.3,6.6,0,"2019",10,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-26,14.2,9.3,0,"2019",10,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-27,11.1,2.3,7.6,"2019",10,27,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-28,16.7,9.6,0.5,"2019",10,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-29,16.1,7.2,0,"2019",10,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-30,12.9,3,9.9,"2019",10,30,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-10-31,15.1,2.3,0,"2019",10,31,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-01,10.7,5.8,15.5,"2019",11,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-02,10.2,-1.6,0.5,"2019",11,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-03,16.5,4.4,1,"2019",11,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-04,7,4.4,1.5,"2019",11,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-05,8.3,3.3,1,"2019",11,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-06,5.1,2.9,3,"2019",11,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-07,4.8,4.4,11.4,"2019",11,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-08,2.2,-1.1,2,"2019",11,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-09,3.5,-0.5,4.1,"2019",11,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-10,14,2.3,0,"2019",11,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-11,12,2.8,0,"2019",11,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-12,9,4,0,"2019",11,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-13,11.7,5,0,"2019",11,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-14,16.1,9.3,4.1,"2019",11,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-15,-1.4,-5.8,7.1,"2019",11,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-16,-2.1,-9.1,1.5,"2019",11,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-17,0.2,-5.4,0,"2019",11,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-18,8.9,-0.9,0,"2019",11,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-19,12,2.8,2.5,"2019",11,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-20,0.8,-4.1,6.6,"2019",11,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-21,11,-1.6,0.5,"2019",11,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-22,11.1,0.5,0,"2019",11,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-23,9,3.2,0,"2019",11,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-24,12.8,2.2,0,"2019",11,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-25,-0.6,-7,2,"2019",11,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-26,11,-2,0,"2019",11,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-27,3.7,-2.7,1.5,"2019",11,27,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-28,-3.3,-7.3,14,"2019",11,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-29,0.2,-5.3,1.5,"2019",11,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-11-30,5.5,-2.8,0.5,"2019",11,30,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-01,5.1,2.9,0,"2019",12,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-02,19.9,13.5,3,"2019",12,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-03,11.1,5.1,5.6,"2019",12,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-04,-5.3,-7.6,2,"2019",12,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-05,-1.4,-4.8,3.6,"2019",12,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-06,0.3,-4.5,5.1,"2019",12,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-07,0.3,-4.1,1.5,"2019",12,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-08,14,8.4,6.1,"2019",12,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-09,-6.8,-7.9,0.5,"2019",12,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-10,5.6,-0.4,1.5,"2019",12,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-11,1.9,-4.5,1,"2019",12,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-12,5.5,1.1,5.6,"2019",12,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-13,0.3,-5.1,3,"2019",12,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-14,0.3,-10.2,1,"2019",12,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-15,-0.6,-3.3,2.5,"2019",12,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-16,5.8,-0.8,0,"2019",12,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-17,7,2.9,0.5,"2019",12,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-18,0.2,-0.8,18,"2019",12,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-19,-2.9,-10.5,2,"2019",12,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-20,5.1,-2.8,1.5,"2019",12,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-21,-1.8,-5.9,1,"2019",12,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-22,-3.3,-11.2,0.5,"2019",12,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-23,-3.7,-8.4,0,"2019",12,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-24,-6.8,-8.4,2,"2019",12,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-25,-5.3,-8.6,2,"2019",12,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-26,1.9,-6.9,0,"2019",12,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-27,-4.1,-7.9,7.1,"2019",12,27,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-28,-3.9,-6.5,0.5,"2019",12,28,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-29,-1.4,-5.9,2,"2019",12,29,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-30,0,-5,1,"2019",12,30,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2019-12-31,-2.2,-4.6,7.6,"2019",12,31,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-01,-5,-10.2,5.6,"2020",1,1,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-02,-2.2,-7,2,"2020",1,2,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-03,-4.1,-8.3,0,"2020",1,3,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-04,-1,-7.7,0,"2020",1,4,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-05,-2.1,-5.2,0,"2020",1,5,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-06,0,-3.1,0.5,"2020",1,6,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-07,-0.8,-5.8,0.5,"2020",1,7,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-08,0.4,-5.4,0,"2020",1,8,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-09,2.1,-6.2,0,"2020",1,9,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-10,0.1,-5,0,"2020",1,10,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-11,0.9,-4.1,0.5,"2020",1,11,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-12,-1.5,-7.1,1.5,"2020",1,12,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-13,-3.3,-7.6,1,"2020",1,13,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-14,-4.6,-8.4,1,"2020",1,14,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-15,-4.2,-8.5,0.5,"2020",1,15,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-16,-2,-6.7,1.5,"2020",1,16,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-17,-4.6,-11.3,1,"2020",1,17,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-18,-2.3,-10.2,0,"2020",1,18,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-19,-2.5,-7.9,0,"2020",1,19,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-20,0.1,-9.2,0,"2020",1,20,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-21,-3.3,-11.2,2.5,"2020",1,21,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-22,1.7,-3.5,0,"2020",1,22,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-23,-4.1,-10,0,"2020",1,23,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-24,-3.3,-8.5,0.5,"2020",1,24,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-25,-5.4,-11.3,3,"2020",1,25,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-26,-2.3,-10.5,1,"2020",1,26,"Wakkanai",45.415,141.678888888889,2.85
"JA000047401",2020-01-27,-2,-10.6,0,"2020",1,27,"Wakkanai",45.415,141.678888888889,2.85
