"city","date","pred_probs"
"washingtondc","2023-03-01",0.408327783577459
"washingtondc","2023-03-02",0.341347250559721
"washingtondc","2023-03-03",0.382517024379447
"washingtondc","2023-03-04",0.386735244377025
"washingtondc","2023-03-05",0.380108788973734
"washingtondc","2023-03-06",0.500592528859724
"washingtondc","2023-03-07",0.412675999739597
"washingtondc","2023-03-08",0.51688671462788
"washingtondc","2023-03-09",0.577040835889673
"washingtondc","2023-03-10",0.559465518471779
"washingtondc","2023-03-11",0.451688512477376
"washingtondc","2023-03-12",0.452778913570414
"washingtondc","2023-03-13",0.475551863416154
"washingtondc","2023-03-14",0.480208970081208
"washingtondc","2023-03-15",0.48635764433423
"washingtondc","2023-03-16",0.585329128593407
"washingtondc","2023-03-17",0.744377308273681
"washingtondc","2023-03-18",0.636070492716416
"washingtondc","2023-03-19",0.508141465717663
"washingtondc","2023-03-20",0.540045788130048
"washingtondc","2023-03-21",0.540045788130048
"washingtondc","2023-03-22",0.607771400692959
"washingtondc","2023-03-23",0.714931815220251
"washingtondc","2023-03-24",0.736598120466378
"washingtondc","2023-03-25",0.66514499772404
"washingtondc","2023-03-26",0.670922975117801
"washingtondc","2023-03-27",0.672430750736222
"washingtondc","2023-03-28",0.787915929822317
"washingtondc","2023-03-29",0.726713076621391
"washingtondc","2023-03-30",0.654407182546336
"washingtondc","2023-03-31",0.676477439232923
"washingtondc","2023-04-01",0.949617323479446
"washingtondc","2023-04-02",0.933469148893893
"washingtondc","2023-04-03",0.933469148893893
"washingtondc","2023-04-04",0.928595553195732
"washingtondc","2023-04-05",0.922552172556859
"washingtondc","2023-04-06",0.920238112089806
"washingtondc","2023-04-07",0.926558371547439
"washingtondc","2023-04-08",0.936220057189287
"washingtondc","2023-04-09",0.935614922668206
"washingtondc","2023-04-10",0.935614922668206
"washingtondc","2023-04-11",0.943003806734917
"washingtondc","2023-04-12",0.942944790742999
"washingtondc","2023-04-13",0.929474001511127
"washingtondc","2023-04-14",0.863953853147212
"washingtondc","2023-04-15",0.878526493636568
"washingtondc","2023-04-16",0.837834118189743
"washingtondc","2023-04-17",0.867538468270955
"washingtondc","2023-04-18",0.870838233080654
"washingtondc","2023-04-19",0.834401734120804
"washingtondc","2023-04-20",0.816751455286583
"washingtondc","2023-04-21",0.834401734120804
"washingtondc","2023-04-22",0.834401734120804
"washingtondc","2023-04-23",0.816751455286583
"washingtondc","2023-04-24",0.722672645321895
"washingtondc","2023-04-25",0.727541067079355
"washingtondc","2023-04-26",0.720441237633239
"washingtondc","2023-04-27",0.64410860201341
"washingtondc","2023-04-28",0.638490143022081
"washingtondc","2023-04-29",0.64410860201341
"washingtondc","2023-04-30",0.64410860201341
