"city","date","pred_probs"
"Vancouver","2023-01-01",0.015538303659352
"Vancouver","2023-01-02",0.0133255672750438
"Vancouver","2023-01-03",0.0153910203604391
"Vancouver","2023-01-04",0.0161679776756435
"Vancouver","2023-01-05",0.0213346730913381
"Vancouver","2023-01-06",0.022015534605694
"Vancouver","2023-01-07",0.022015534605694
"Vancouver","2023-01-08",0.0161679776756435
"Vancouver","2023-01-09",0.0168105369851587
"Vancouver","2023-01-10",0.0168105369851587
"Vancouver","2023-01-11",0.0188364419843522
"Vancouver","2023-01-12",0.022015534605694
"Vancouver","2023-01-13",0.027618640393832
"Vancouver","2023-01-14",0.0185284000074045
"Vancouver","2023-01-15",0.0193226602568476
"Vancouver","2023-01-16",0.0185858937183885
"Vancouver","2023-01-17",0.0183868458651967
"Vancouver","2023-01-18",0.0183868458651967
"Vancouver","2023-01-19",0.0140274516587237
"Vancouver","2023-01-20",0.0214959831857507
"Vancouver","2023-01-21",0.0179445469580413
"Vancouver","2023-01-22",0.0230934205406789
"Vancouver","2023-01-23",0.0230934205406789
"Vancouver","2023-01-24",0.0326641926858505
"Vancouver","2023-01-25",0.0322523397339177
"Vancouver","2023-01-26",0.0464269245230527
"Vancouver","2023-01-27",0.0374222563064955
"Vancouver","2023-01-28",0.0451389883437266
"Vancouver","2023-01-29",0.0440260321259007
"Vancouver","2023-01-30",0.0440260321259007
"Vancouver","2023-01-31",0.0440260321259007
"Vancouver","2023-02-01",0.0126105362704511
"Vancouver","2023-02-02",0.0105119058115648
"Vancouver","2023-02-03",0.0109321752780959
"Vancouver","2023-02-04",0.0136133701138427
"Vancouver","2023-02-05",0.026014434771777
"Vancouver","2023-02-06",0.026014434771777
"Vancouver","2023-02-07",0.0390233236715132
"Vancouver","2023-02-08",0.0275640578290547
"Vancouver","2023-02-09",0.0660722190237542
"Vancouver","2023-02-10",0.0543949330453195
"Vancouver","2023-02-11",0.0573349773910141
"Vancouver","2023-02-12",0.0772774892132317
"Vancouver","2023-02-13",0.0529080559333461
"Vancouver","2023-02-14",0.0504560894809281
"Vancouver","2023-02-15",0.0433084769648655
"Vancouver","2023-02-16",0.0454832283118364
"Vancouver","2023-02-17",0.0669618588967608
"Vancouver","2023-02-18",0.0477056745914937
"Vancouver","2023-02-19",0.064528148457675
"Vancouver","2023-02-20",0.0560065092189867
"Vancouver","2023-02-21",0.14384616584079
"Vancouver","2023-02-22",0.139968847965943
"Vancouver","2023-02-23",0.200690277008186
"Vancouver","2023-02-24",0.142382405763927
"Vancouver","2023-02-25",0.126597141273407
"Vancouver","2023-02-26",0.20475861836872
"Vancouver","2023-02-27",0.249967482610909
"Vancouver","2023-02-28",0.228479370518403
"Vancouver","2023-03-01",0.0638458325123955
"Vancouver","2023-03-02",0.0568826367913995
"Vancouver","2023-03-03",0.0652529108483558
"Vancouver","2023-03-04",0.052298857909798
"Vancouver","2023-03-05",0.0600375672996665
"Vancouver","2023-03-06",0.0660688091990638
"Vancouver","2023-03-07",0.0660688091990638
"Vancouver","2023-03-08",0.0756823541182228
"Vancouver","2023-03-09",0.0767116980907978
"Vancouver","2023-03-10",0.0779964147665927
"Vancouver","2023-03-11",0.0779964147665927
"Vancouver","2023-03-12",0.074278094630965
"Vancouver","2023-03-13",0.0777173062108807
"Vancouver","2023-03-14",0.0576683871851978
"Vancouver","2023-03-15",0.0551156688746335
"Vancouver","2023-03-16",0.0829576597348442
"Vancouver","2023-03-17",0.0829576597348442
"Vancouver","2023-03-18",0.0829576597348442
"Vancouver","2023-03-19",0.13411468730444
"Vancouver","2023-03-20",0.23701342650357
"Vancouver","2023-03-21",0.239195844480103
"Vancouver","2023-03-22",0.343274196435018
"Vancouver","2023-03-23",0.411869394633153
"Vancouver","2023-03-24",0.416699807741404
"Vancouver","2023-03-25",0.412562968319259
"Vancouver","2023-03-26",0.459783337669447
"Vancouver","2023-03-27",0.432159012626794
"Vancouver","2023-03-28",0.437516894523793
"Vancouver","2023-03-29",0.53268518841795
"Vancouver","2023-03-30",0.49779621289944
"Vancouver","2023-03-31",0.447746581734519
"Vancouver","2023-04-01",0.389153336328639
"Vancouver","2023-04-02",0.511488289999371
"Vancouver","2023-04-03",0.492567979848272
"Vancouver","2023-04-04",0.355423539623006
"Vancouver","2023-04-05",0.367561362049457
"Vancouver","2023-04-06",0.352435002385678
"Vancouver","2023-04-07",0.124994787152461
"Vancouver","2023-04-08",0.123483040104975
"Vancouver","2023-04-09",0.138814239560681
"Vancouver","2023-04-10",0.131405866544838
"Vancouver","2023-04-11",0.105438119366973
"Vancouver","2023-04-12",0.0746760389423825
"Vancouver","2023-04-13",0.0960085089746444
"Vancouver","2023-04-14",0.0660288537989168
"Vancouver","2023-04-15",0.0581575477122736
"Vancouver","2023-04-16",0.0581575477122736
"Vancouver","2023-04-17",0.0602394793991635
"Vancouver","2023-04-18",0.07079768577806
"Vancouver","2023-04-19",0.0477451945966776
"Vancouver","2023-04-20",0.0477451945966776
"Vancouver","2023-04-21",0.0477451945966776
"Vancouver","2023-04-22",0.0477451945966776
"Vancouver","2023-04-23",0.0447705193687371
"Vancouver","2023-04-24",0.0447705193687371
"Vancouver","2023-04-25",0.0502132984535704
"Vancouver","2023-04-26",0.0564632230595107
"Vancouver","2023-04-27",0.0534100233570211
"Vancouver","2023-04-28",0.0477603272173498
"Vancouver","2023-04-29",0.0477603272173498
"Vancouver","2023-04-30",0.0384593091305961
