"city","Atmax2019.10","Atmin2019.10","Aprcp2019.10","Atmax2019.11","Atmin2019.11","Aprcp2019.11","Atmax2019.12","Atmin2019.12","Aprcp2019.12","Atmax2020.1","Atmin2020.1","Aprcp2020.1","Atmax2020.2","Atmin2020.2","Aprcp2020.2","Atmax2020.3","Atmin2020.3","Aprcp2020.3","Atmax2020.4","Atmin2020.4","Aprcp2020.4","Atmax2020.10","Atmin2020.10","Aprcp2020.10","Atmax2020.11","Atmin2020.11","Aprcp2020.11","Atmax2020.12","Atmin2020.12","Aprcp2020.12","Atmax2021.1","Atmin2021.1","Aprcp2021.1","Atmax2021.2","Atmin2021.2","Aprcp2021.2","Atmax2021.3","Atmin2021.3","Aprcp2021.3","Atmax2021.4","Atmin2021.4","Aprcp2021.4","Atmax2021.10","Atmin2021.10","Aprcp2021.10","Atmax2021.11","Atmin2021.11","Aprcp2021.11","Atmax2021.12","Atmin2021.12","Aprcp2021.12","Atmax2022.1","Atmin2022.1","Aprcp2022.1","Atmax2022.2","Atmin2022.2","Aprcp2022.2","Atmax2022.3","Atmin2022.3","Aprcp2022.3","Atmax2022.4","Atmin2022.4","Aprcp2022.4"
"Vancouver","12.1806451612903","5.10645161290323","3.95483870967742","9.64","2.03333333333333","2.85666666666667","7.41935483870968","3.28387096774194","5.29677419354839","7.04838709677419","2.16774193548387","8.27741935483871","7.55172413793103","1.80689655172414","3.15172413793103","9.04642857142857","1.875","1.31612903225806","13.7333333333333","4.85666666666667","0.76","13.37","7.51","2.82258064516129","9.22666666666667","3.71333333333333","6.31","7.83103448275862","2.63103448275862","6.77096774193548","7.82258064516129","2.6741935483871","5.66774193548387","6.08214285714286","0.710714285714286","2.96785714285714","9.98064516129032","2.51935483870968","1.09677419354839","13.74","4.96","1.26666666666667","12.5064516129032","6.78064516129032","4.78709677419355","10.1344827586207","4.82758620689655","10.4133333333333","5.3","-2.62352941176471","3.81","7.47142857142857","1.33571428571429","4.27741935483871","7.49642857142857","1.18214285714286","2.21111111111111","10.2451612903226","4.19354838709677","4.93548387096774","11.78","4.11333333333333","3.15333333333333"
"Daegu","24.0903225806452","12.9838709677419","3.75161290322581","18.42","7.06333333333333","0.756666666666667","13.8838709677419","3.08709677419355","3.00645161290323","12.358064516129","2.66129032258065","4.73548387096774","13.2","2.24137931034483","4.44827586206897","16.9967741935484","5.31290322580645","5.17096774193548","18.5966666666667","6.49333333333333","2.83666666666667","23.0967741935484","12.3548387096774","2.53225806451613","18.5766666666667","6.86333333333333","0.8","16.4","6.82258064516129","4.44838709677419","11.741935483871","2.53225806451613","15.3225806451613","12.6357142857143","2.45714285714286","4.19285714285714","17.4225806451613","5.03870967741936","3.92258064516129","20.9266666666667","8.23","2.71666666666667","24.8967741935484","13.5032258064516","0.441935483870968","18.27","6.72666666666667","4.14666666666667","11.8870967741935","2.42903225806452","3.00322580645161","10.4806451612903","0.412903225806452","1.22903225806452","10.1035714285714","0.492857142857143","0.889285714285714","16.5741935483871","4.36451612903226","3.12258064516129","21.4066666666667","8.55666666666667","5.9"
"Fukui","22.7225806451613","13.6612903225806","7.26774193548387","16.8","5.28666666666667","2.7","12.4193548387097","3.08387096774194","6.42903225806452","10.1387096774194","1.71612903225806","8.46129032258064","10.3896551724138","1.43793103448276","5.00689655172414","14.1516129032258","2.88709677419355","4.8","16.7","4.36666666666667","5.89","21.8548387096774","11.6516129032258","3.34516129032258","17.7033333333333","6.93666666666667","4.44","15.858064516129","8.19032258064516","11.2870967741935","8.10322580645161","1.22903225806452","13.2741935483871","9.95","1.35357142857143","8.36428571428571","15.1806451612903","4.11612903225806","5.44838709677419","18.5233333333333","6.51666666666667","4.97","23.7741935483871","13.2193548387097","2.85483870967742","17.8966666666667","7.85","8.05","9.69354838709677","2.99677419354839","12.5677419354839","6.01612903225806","-0.7","7.23225806451613","7.41785714285714","-0.0214285714285715","9.9","13.9","3.37096774193548","4.37096774193548","20.93","8.64","3.93666666666667"
"Gifu","23.8096774193548","14.5774193548387","8.13548387096774","18.7866666666667","7.56","0.57","12.958064516129","4.45806451612903","2.55483870967742","12","2.40967741935484","2.09032258064516","12.1827586206897","2.76896551724138","2.80344827586207","15.4677419354839","4.48387096774194","4.33548387096774","18.5766666666667","7.07666666666667","5.50333333333333","22.9516129032258","13.641935483871","7.69354838709677","18.95","8.63333333333333","0.96","16.1806451612903","7.35161290322581","4.96451612903226","11.2774193548387","3.04193548387097","5.01612903225806","12.7214285714286","2.73214285714286","3.475","17.1548387096774","6.25161290322581","6.61935483870968","20.5233333333333","9.12666666666667","7.33","25.0548387096774","14.7935483870968","0.970967741935484","18.8633333333333","7.96333333333333","2.61333333333333","11.5838709677419","2.94516129032258","4.07741935483871","8.72258064516129","-0.409677419354839","1.06451612903226","8.75357142857143","-0.157142857142857","1.61428571428571","16.0290322580645","5.50967741935484","4.99677419354839","22.13","10.46","3.86"
"Gwangju","22.8161290322581","15.6870967741935","4.24193548387097","18.3733333333333","10.9766666666667","1.98333333333333","13.5322580645161","6.79354838709677","4.89032258064516","12.1612903225806","6.76451612903226","10.541935483871","12.6931034482759","5.49655172413793","4.83103448275862","14.8903225806452","7.25483870967742","10.1838709677419","17.1333333333333","9.28333333333333","5.56666666666667","21.8870967741935","15.0096774193548","2.89032258064516","18.1266666666667","10.78","2.76666666666667","14.9903225806452","9.05161290322581","3.25806451612903","10.6774193548387","4.58709677419355","3.36129032258065","12.875","5.58571428571429","5.46428571428571","16.941935483871","7.99677419354839","6.01290322580645","18.6833333333333","10.65","3.39333333333333","23.8645161290323","16.6","0.580645161290323","17.8133333333333","10.1366666666667","4.50333333333333","12.3645161290323","5.74516129032258","2.26129032258065","10.241935483871","3.8258064516129","1.42258064516129","9.06071428571429","2.88928571428571","0.771428571428571","15.3064516129032","7.42258064516129","5.42258064516129","18.9333333333333","10.4033333333333","7.63666666666667"
"Hikone","23.0290322580645","15.241935483871","7.71290322580645","16.4866666666667","7.12666666666667","1.14","11.2032258064516","3.83548387096774","2.34193548387097","10.0483870967742","2.93548387096774","2.68064516129032","9.91379310344828","2.32068965517241","3.63448275862069","12.9870967741935","3.90322580645161","3.63548387096774","16.4633333333333","5.98","5.85333333333333","21.4645161290323","12.2935483870968","6.3741935483871","17.2366666666667","8.15666666666667","1.23333333333333","15.0387096774194","8.10645161290322","9.16774193548387","8.53870967741936","1.23870967741935","3.95483870967742","10.7964285714286","1.88928571428571","3.07142857142857","14.8096774193548","4.79677419354839","4.4258064516129","18.58","7.92666666666667","5.47","23.3677419354839","13.1322580645161","0.987096774193548","17.0233333333333","6.44666666666667","2.25","9.98709677419355","2.66129032258065","8.50645161290323","6.71612903225806","-0.206451612903226","2.99677419354839","6.89642857142857","-0.257142857142857","3.28571428571429","13.1096774193548","3.7741935483871","2.87741935483871","19.9133333333333","9.08333333333333","3.13"
"Kobe","24.4322580645161","17.0774193548387","4.99354838709677","17.93","10.2833333333333","0.133333333333333","13.4774193548387","6.34193548387097","2.02258064516129","12.1870967741935","6","2.01612903225806","11.6413793103448","4.68275862068965","1.67241379310345","14.6774193548387","6.90645161290323","3.03225806451613","17.76","9.88333333333333","3.59333333333333","22.5935483870968","15.2","5.12258064516129","18.35","10.87","1.99","14.7967741935484","7.81935483870968","1.46451612903226","10.6612903225806","3.60322580645161","2.7258064516129","12.1928571428571","4.49642857142857","2.83571428571429","16.5096774193548","8.33548387096774","3.00645161290323","19.4","11.4233333333333","5.76666666666667","24.2129032258065","16.8354838709677","1.44838709677419","18.2133333333333","10.62","2.24666666666667","12.2193548387097","5.50322580645161","2.85806451612903","8.87741935483871","2.56451612903226","0.548387096774194","9.375","2.53928571428571","0.678571428571429","15.0096774193548","7.24193548387097","2.77741935483871","20.4933333333333","13.0933333333333","3.84333333333333"
"Kofu","23.4548387096774","14.6129032258065","11.841935483871","18.27","6.8","1.17666666666667","12.258064516129","1.50967741935484","1.41935483870968","10.9741935483871","-0.348387096774194","1.69354838709677","12.7551724137931","-0.648275862068965","0.793103448275862","16.9161290322581","3.39677419354839","4.81612903225806","19.48","6.17","4.3","21.7483870967742","12.2612903225806","7.50645161290323","18.3466666666667","7.07333333333333","0.166666666666667","18.1806451612903","7.22903225806452","5.6741935483871","11.0193548387097","-1.64516129032258","5.00645161290323","13.5321428571429","-0.207142857142857","1.76785714285714","18.2774193548387","5.01290322580645","6.05806451612903","21.3033333333333","8.71666666666667","1.89333333333333","23.2354838709677","12.8193548387097","1.34193548387097","18.0166666666667","4.99333333333333","1.24333333333333","11.9258064516129","0.0838709677419355","1.64193548387097","9.25161290322581","-3.81935483870968","0.229032258064516","10.6071428571429","-2.54285714285714","1.35","18.0129032258065","4.06451612903226","3.13870967741935","21.9666666666667","8.48666666666667","6.46"
"Kumagaya","22.9225806451613","14.7258064516129","14.6709677419355","17.6066666666667","7.27","2.86333333333333","12.5322580645161","2.30645161290323","0.648387096774193","11.6258064516129","0.716129032258064","2.40645161290323","12.7344827586207","1.28275862068966","0.513793103448276","17.1516129032258","5.22258064516129","3.19354838709677","18.8966666666667","6.83333333333333","5.98","21.1322580645161","12.4354838709677","5.6741935483871","18.0633333333333","6.72666666666667","0.48","15.7838709677419","5.13225806451613","0.835483870967742","13.0774193548387","1.3258064516129","1.23870967741935","14.1214285714286","1.36428571428571","1.73214285714286","17.1677419354839","5.3","3.25806451612903","20.9933333333333","9.25","1.58333333333333","22.9387096774194","13.241935483871","2.83548387096774","18.5533333333333","7.41666666666667","1.45666666666667","12.6225806451613","0.729032258064516","2.19354838709677","9.31290322580645","-2.2258064516129","0.132258064516129","11.3214285714286","-0.439285714285714","1.13928571428571","17.7451612903226","5.04838709677419","1.61290322580645","20.37","9.24333333333333","4.74"
"Kumamoto","26.0935483870968","15.4774193548387","1.99032258064516","19.83","7.56666666666667","1.61666666666667","15.0322580645161","3.77741935483871","2.94193548387097","13.8451612903226","3.44516129032258","2.88387096774194","14.3172413793103","3.03448275862069","4.13793103448276","17.4161290322581","6.56129032258065","3.60645161290323","19.37","7.31333333333333","2.15333333333333","24.9193548387097","13.1838709677419","4.34193548387097","20.2933333333333","8.02","3.89333333333333","17.5096774193548","6.3258064516129","2.27741935483871","13.3935483870968","1.84516129032258","0.941935483870968","15.1178571428571","3.79285714285714","2.52142857142857","19.2645161290323","7.39032258064516","3.21290322580645","23.1133333333333","9.69333333333333","3.80333333333333","27.0483870967742","14.4967741935484","0.180645161290323","19.18","7.32333333333333","4.34333333333333","13.2258064516129","1.94838709677419","0.82258064516129","11.1290322580645","0.883870967741936","1.93548387096774","10.2535714285714","-0.285714285714286","0.617857142857143","18.1225806451613","6.16129032258065","4.49677419354839","23.2566666666667","10.8233333333333","7.35666666666667"
